id	text	misogynous	aggressiveness	nps	clean
3711	Corrado non bestemmiare Corrado non bestemmiare Corrado non bestemmiareMANNAGGIA QUELLA PUTTANA DI EVA CHE CAZZO HA QUESTO NEL CERVELLO LA PASTA ABRASIVA https://t.co/CeSZ0dfcw8	0	0	Corrado Corrado Corrado non bestemmiareMANNAGGIA QUELLA DI EVA CHE CAZZO NEL CERVELLO LA PASTA ABRASIVA https://t.co/CeSZ0dfcw8	corrado non bestemmiare corrado non bestemmiare corrado non bestemmiaremannaggia quella puttana di eva che cazzo ha questo nel cervello la pasta abrasiva
3712	ma porca troia ho scoperto che mia mamma ha fatto le foto al libricino in cui sono scritte tutte le password etc MA I CAZZI TUOI NO	0	0	porca troia mia mamma le foto al libricino in cui sono scritte tutte le password etc MA I CAZZI TUOI NO	ma porca troia ho scoperto che mia mamma ha fatto le foto al libricino in cui sono scritte tutte le password etc ma i cazzi tuoi no
3713	Comunque raga a causa di alcuni problemi che ho avuto e del fatto che ho messo su peso sono diventata quasi una tettona, wow	0	0	Comunque raga a causa di alcuni problemi che ho avuto e del fatto che ho messo su peso quasi una tettona, wow	comunque raga a causa di alcuni problemi che ho avuto e del fatto che ho messo su peso sono diventata quasi una tettona, wow
3714	@adrianobusolin @marturano51sm @02giugno che cazzo vi dicevo..Si potrà riprendermi ste soldi ..In qualche modo non sono i suoi p. Puttana. .	0	0	@adrianobusolin @marturano51sm @02giugno che cazzo vi dicevo Si ste soldi In qualche modo non sono i suoi p. Puttana. .	che cazzo vi dicevo..si potrà riprendermi ste soldi ..in qualche modo non sono i suoi p. puttana. .
3715	Si è fatto male dopo 1' ma porca puttana che sfiga #Chiello	0	0	Si dopo 1' ma porca puttana che sfiga #Chiello	si è fatto male dopo 1' ma porca puttana che sfiga #chiello
3716	@peachtaekookie @elamadonnna @BLVRRYTAE @diojungcock @serenasvlog @teabeforeguys @_natssXx_ @lollarx_ Ma non mi ti inculo	0	0	@peachtaekookie @elamadonnna @BLVRRYTAE @diojungcock @serenasvlog @teabeforeguys @_natssXx_ @lollarx_ mi ti	ma non mi ti inculo
3717	Dybala sembra si annoi come me con una figa di legno, Asamoah invece è proprio di legno, è Pinocchio, sai com’è contento il Geppetto che lo aspetta in Ghana? #JuveNapoli	0	0	Dybala si come me con una figa di legno, Asamoah invece è proprio di legno è Pinocchio, sai com’è contento il Geppetto che lo aspetta in Ghana? #JuveNapoli	dybala sembra si annoi come me con una figa di legno, asamoah invece è proprio di legno, è pinocchio, sai com’è contento il geppetto che lo aspetta in ghana? #juvenapoli
3718	@PauDybala_JR visto che ora passerai il secondo tempo negli spogliatoi vedi di spiegarmi xche ti sei messo da un mese a giocare senza voglia nn corri più...che cazzo hai porca troia...??? Ma vuoi muovere il culo...????	0	0	il secondo tempo negli spogliatoi xche ti da un mese senza voglia che cazzo porca troia il culo	visto che ora passerai il secondo tempo negli spogliatoi vedi di spiegarmi xche ti sei messo da un mese a giocare senza voglia nn corri più...che cazzo hai porca troia...??? ma vuoi muovere il culo...????
3719	MA CHE CAZZO FANNO STANNO A GUARDARE LA PALLA A CENTROCAMPO MA PORCA PUTTANA	0	0	MA CHE CAZZO FANNO STANNO A GUARDARE LA PALLA A CENTROCAMPO MA PORCA PUTTANA	ma che cazzo fanno stanno a guardare la palla a centrocampo ma porca puttana
3720	CHE GRAN CAZZOPUTTANA EVAMA CHE CAZZO FATEEEEEEEEEEEEE #JuveNapoli	0	0	GRAN CAZZOPUTTANA EVAMA CHE CAZZO FATEEEEEEEEEEEEE #JuveNapoli	che gran cazzoputtana evama che cazzo fateeeeeeeeeeeee #juvenapoli
3721	@DardiValentina @lodocomello @lodoisourlife @TeamComelloFR @RaRi_Universer @Tinivica_Italy @hopeComello Ce l’ha detto pure un ubriaco... MA TRALASCIAMO. Volendo poteva ucciderci, invece no, ci ha esplicitato cose strane + che non sappiamo l’inglese. Siamo	0	0	@lodocomello @TeamComelloFR @RaRi_Universer @Tinivica_Italy @hopeComello Ce l’ MA TRALASCIAMO. ci cose strane che l’inglese	ce l’ha detto pure un ubriaco... ma tralasciamo. volendo poteva ucciderci, invece no, ci ha esplicitato cose strane + che non sappiamo l’inglese. siamo
3722	Letteralmente disgustato. Chiamate un allenatore di calcio a 5, quello che cazzo volete, e insegnate a questi ritardati come si passa una palla, visto che quello in panchina non ci riesce. Eccezionale in tutto, ma tecnicamente facciamo vomitare. Madonna la puttana lurida porca.	0	0	un allenatore di calcio a 5, quello che cazzo a questi ritardati come si passa una palla quello in panchina ci in tutto la puttana lurida porca	letteralmente disgustato. chiamate un allenatore di calcio a 5, quello che cazzo volete, e insegnate a questi ritardati come si passa una palla, visto che quello in panchina non ci riesce. eccezionale in tutto, ma tecnicamente facciamo vomitare. madonna la puttana lurida porca.
3723	RT @AlogarFF: Letteralmente disgustato. Chiamate un allenatore di calcio a 5, quello che cazzo volete, e insegnate a questi ritardati come…	0	0	RT @AlogarFF: un allenatore di calcio a 5, quello che cazzo a questi ritardati	rt letteralmente disgustato. chiamate un allenatore di calcio a 5, quello che cazzo volete, e insegnate a questi ritardati come…
3724	Sabato abbiamo la possibilità di continuare a credere al nostro obbiettivo e di mandare loro all’inferno. Forza porca puttana ⚫️? #ForzaInter #inter #JuveMerda #insensibile	0	0	Sabato la possibilità di continuare a credere al nostro obbiettivo e di mandare loro all’inferno Forza porca puttana ️? #ForzaInter #inter #JuveMerda #insensibile	sabato abbiamo la possibilità di continuare a credere al nostro obbiettivo e di mandare loro all’inferno. forza porca puttana ⚫️? #forzainter #inter #juvemerda #insensibile
3725	@DiSanoValerio @lauraboldrini scusami ma....che sfiga!	0	0	@lauraboldrini ma....che sfiga	scusami ma....che sfiga!
3726	Ci sto malissimo. Ma quando penso a loro due ci sto ancora di più. Sto male perché io sono SEMPRE stata una delle poche che é stata dalla loro parte. Io piango a vederli ridotti così. Che cazzo c’avete? Volete tornare VOI? PORCA TROIA. https://t.co/JqjWBeVKs5	0	0	Ci a loro ci perché io sono SEMPRE stata una delle poche che é stata dalla loro parte Io Che cazzo c’ VOI PORCA TROIA. https://t.co/JqjWBeVKs5	ci sto malissimo. ma quando penso a loro due ci sto ancora di più. sto male perché io sono sempre stata una delle poche che é stata dalla loro parte. io piango a vederli ridotti così. che cazzo c’avete? volete tornare voi? porca troia.
3727	@Delirio897J Concordo. Avranno sbagliato 50 passaggi. Ma come cazzo si fa porca puttana? @Miralem_Pjanic giocava nei 3 di DIFESA! Centrocampo completamente INESISTENTE! Atteggiamento VERGOGNOSO e schifoso! Ma che cazzo hanno preparato in settimana? Quali	0	0	Concordo 50 passaggi come cazzo si porca puttana di DIFESA Centrocampo completamente INESISTENTE! Atteggiamento VERGOGNOSO e schifoso! che cazzo in settimana Quali	concordo. avranno sbagliato 50 passaggi. ma come cazzo si fa porca puttana? giocava nei 3 di difesa! centrocampo completamente inesistente! atteggiamento vergognoso e schifoso! ma che cazzo hanno preparato in settimana? quali
3728	@Delirio897J Io dico porca puttana la puoi perdere. Nel calcio si perde. Ma puttana troia schifosa, con la rosa della @juventusfc ma un fottutissimo GIOCO?! Due, tre schemi no? Porca troia maledetta che cazzo di atteggiamento è questo? Non passavano il ce	0	0	Io porca puttana la Nel calcio si troia schifosa, con la rosa della @juventusfc ma un fottutissimo GIOCO Due, tre schemi no? Porca troia maledetta che cazzo di atteggiamento è questo? il ce	io dico porca puttana la puoi perdere. nel calcio si perde. ma puttana troia schifosa, con la rosa della ma un fottutissimo gioco?! due, tre schemi no? porca troia maledetta che cazzo di atteggiamento è questo? non passavano il ce
3729	@CharlieWeas @Evan_Peters Faccio lo screen e ogni volta che dirai che IO ti tratto male te lo sbatterò IN FACCIAAAAAAAA	0	0	@Evan_Peters lo screen e ogni volta che dirai che IO ti tratto male te lo sbatterò IN FACCIAAAAAAAA	faccio lo screen e ogni volta che dirai che io ti tratto male te lo sbatterò in facciaaaaaaaa
3730	Mi fa male il cuore perché li sto vedendo cadere piano uno alla volta, mollare, e non devono. Perché non è scritto nel destino della squadra. Porca troia lurida puttana dai cazzo.	0	0	Mi il cuore li uno alla volta nel destino della squadra Porca troia lurida puttana dai cazzo.	mi fa male il cuore perché li sto vedendo cadere piano uno alla volta, mollare, e non devono. perché non è scritto nel destino della squadra. porca troia lurida puttana dai cazzo.
3731	@Pavo_LAGGANTE Sai che sono un puttanone❤️	0	0	@Pavo_LAGGANTE che sono un puttanone❤️	sai che sono un puttanone❤️
3732	"@AntonioSocci1 @depredazionefin Latinis verum"" et ""factum"" reciprocantur, seu , ut scholarum vulgus loquitur, convertuntur. Ossia asservimento ai barbari diktat lanzo-galli sotto la dittatura della culona. Questo è stato il colpo di stato obamiano del 201"	0	0	"@AntonioSocci1 @depredazionefin Latinis verum"" et ""factum"" reciprocantur, seu , ut scholarum vulgus loquitur, convertuntur. Ossia asservimento ai barbari diktat lanzo-galli sotto la dittatura della culona. Questo è stato il colpo di stato obamiano del 201"	"latinis verum"" et ""factum"" reciprocantur, seu , ut scholarum vulgus loquitur, convertuntur. ossia asservimento ai barbari diktat lanzo-galli sotto la dittatura della culona. questo è stato il colpo di stato obamiano del 201"
3733	Nome originario del mio gatto: trilliDa lì : tinni, trillozza, trillino, tettona, tinnina, gattuzza, figlia de na mignotta.	0	0	Nome originario del mio gatto: tinni, trillozza, trillino, tettona, tinnina, gattuzza, figlia de na mignotta.	nome originario del mio gatto: trillida lì : tinni, trillozza, trillino, tettona, tinnina, gattuzza, figlia de na mignotta.
3734	Dopo Black Panther abbiamo cambiato il nome del gruppo in FIGA RAGA, prima di Infinity War è diventato Infinity Bitches e niente chissà cosa cazzo metteremo dopo Infinity War. Che cazzo di paura	0	0	Dopo Black Panther il nome del gruppo in FIGA RAGA prima di Infinity War Infinity Bitches e niente chissà cosa cazzo dopo Infinity War Che cazzo di paura	dopo black panther abbiamo cambiato il nome del gruppo in figa raga, prima di infinity war è diventato infinity bitches e niente chissà cosa cazzo metteremo dopo infinity war. che cazzo di paura
3735	@Andrea51202864 @OfficialAllegri Ho la sensazione che le dichiarazioni di Allegri siano prese per il culo!!Spero che abbia qualche buon asso nella manica! La partita di ieri è stata un affronto a tutti i tifosi Juventini. Ma che cazzo Allegri! Porca troia	0	0	@Andrea51202864 @OfficialAllegri la sensazione che le dichiarazioni di Allegri siano prese per il culo!!Spero che abbia qualche buon asso nella manica La partita di ieri è stata un affronto a tutti i tifosi Juventini. Ma che cazzo Allegri! Porca troia	ho la sensazione che le dichiarazioni di allegri siano prese per il culo!!spero che abbia qualche buon asso nella manica! la partita di ieri è stata un affronto a tutti i tifosi juventini. ma che cazzo allegri! porca troia
3736	Madonna che presa a male non riesco a capire davvero niente di niente a lezione, in nessuna lezione in nessun corso che seguo, boh perché cazzo sono così stupida ma porca troia chi me l'ha fatto fare se faccio solo schifo	0	0	Madonna che presa a male niente di niente a lezione in nessuna lezione in nessun corso che seguo cazzo troia chi me l'ha fatto fare se faccio solo schifo	madonna che presa a male non riesco a capire davvero niente di niente a lezione, in nessuna lezione in nessun corso che seguo, boh perché cazzo sono così stupida ma porca troia chi me l'ha fatto fare se faccio solo schifo
3737	Comunque, per essere una che ha dormito 4 ore e sa di dover passare il pomeriggio a sclerare con la post produzione, non me la cavo nemmeno male.#LaVitaSegretaDiUnaFotografaDiCrit #culona https://t.co/BROzxb3vZJ	0	0	Comunque, per essere una che ha dormito 4 ore e sa di dover passare il pomeriggio a sclerare con la post produzione, non me la cavo nemmeno male.#LaVitaSegretaDiUnaFotografaDiCrit #culona https://t.co/BROzxb3vZJ	comunque, per essere una che ha dormito 4 ore e sa di dover passare il pomeriggio a sclerare con la post produzione, non me la cavo nemmeno male.#lavitasegretadiunafotografadicrit #culona
3738	@RobertoFioreFN @lauraboldrini Invitiamo anche Asia Argento	0	0	@lauraboldrini anche Asia Argento	invitiamo anche asia argento
3739	"Stavo uscendo dalla classe e un tizio mi ha urtato lo zaino e si è fermato in mezzo al corridoio, allora io un po' seccata ho urlato: ma porca puttana, che cazzo fai? Ma sei handicappato?"" Fatto sta che pure i suoi amici hanno sentito e hanno iniziato a prenderlo per il culo"""	0	0	"dalla classe un tizio mi lo zaino si in mezzo al corridoio io un po' seccata ma porca puttana, che cazzo fai? "" Fatto pure i suoi amici per il culo"	"stavo uscendo dalla classe e un tizio mi ha urtato lo zaino e si è fermato in mezzo al corridoio, allora io un po' seccata ho urlato: ma porca puttana, che cazzo fai? ma sei handicappato?"" fatto sta che pure i suoi amici hanno sentito e hanno iniziato a prenderlo per il culo"""
3740	@ValentinaKermit Ahahahahahahah ♥️ e se stessi sbagliando tuttoooo e se sembro la figa di legno che se la tiraaaa sono dubbi amleticiiiiiiii	0	0	@ValentinaKermit Ahahahahahahah ♥️ e se stessi sbagliando tuttoooo e se sembro la figa di legno che se la tiraaaa sono dubbi amleticiiiiiiii	ahahahahahahah ♥️ e se stessi sbagliando tuttoooo e se sembro la figa di legno che se la tiraaaa sono dubbi amleticiiiiiiii
3741	la cazzo di falsità della gente mi sconvolge ogni giorno di più porca troia, che cazzo di schifo	0	0	la cazzo di falsità della gente mi ogni giorno di più porca troia, che cazzo di schifo	la cazzo di falsità della gente mi sconvolge ogni giorno di più porca troia, che cazzo di schifo
3742	@delbosco85 ora sono anche tutto bolle in viso....... puttana troia lurida impestata	0	0	@delbosco85 ora sono anche tutto bolle in viso....... puttana troia lurida impestata	ora sono anche tutto bolle in viso....... puttana troia lurida impestata
3743	APPUNTO! HO APPENA SCOPERTO CHE NON ANDIAMO MANCO PIU A NAPOLI PORCA PUTTANA. @ DIO CHE CAZZO VUOI DA ME OGGI?	0	0	APPUNTO! HO APPENA SCOPERTO CHE NON ANDIAMO MANCO PIU A NAPOLI PORCA PUTTANA. @ DIO CHE CAZZO DA ME OGGI?	appunto! ho appena scoperto che non andiamo manco piu a napoli porca puttana. dio che cazzo vuoi da me oggi?
3744	Ma porc puttana ma che cazzo vi urlateSe vi dico smettetela cazzo, smettetela.Che odio	0	0	Ma porc puttana ma che cazzo vi urlateSe vi dico smettetela cazzo, smettetela.Che odio	ma porc puttana ma che cazzo vi urlatese vi dico smettetela cazzo, smettetela.che odio
3745	che cazzo vi lamentate del fuorisalone che è una roba figa?	0	0	vi del fuorisalone che è una roba figa	che cazzo vi lamentate del fuorisalone che è una roba figa?
3746	@Italiantifa @Daniele89355696 @RensilR @jovinow @lauraboldrini @KatyRemy @robertosaviano @Rete_Studenti @liberi_uguali @chiaragaleotti3 @la_li_ce Che sfigato. Blocca per insultare senza che l'altro possa ribattere. Se ha certi disagi con i social figurati	0	0	@Italiantifa @Daniele89355696 @RensilR @jovinow @chiaragaleotti3 @la_li_ce Che sfigato l'altro certi disagi con i social figurati	che sfigato. blocca per insultare senza che l'altro possa ribattere. se ha certi disagi con i social figurati
3747	MADONNA PUTTANA CHE CAZZO FAIIII https://t.co/8sZSrxFsAR	0	0	MADONNA PUTTANA CHE CAZZO FAIIII https://t.co/8sZSrxFsAR	madonna puttana che cazzo faiiii
3748	Alfano e Minniti hanno dato la cittadinanza al bambino.PUTTANA DI QUELLA TROIA IMPESTATA CHE CAZZO DI PROBLEMI VI AFFLIGONO, COME SE GIÀ NON AVESSIMO I NOSTRI CAZZI DA GUARDARCI CI DOBBIAMO IMBARCARE ANCHE QUELLI DEGLI ALTRI, RIPRENDETEVI E APRITE GLI OCCHI	0	0	Alfano e Minniti la cittadinanza al bambino PUTTANA DI QUELLA TROIA IMPESTATA CHE CAZZO DI PROBLEMI VI AFFLIGONO, COME SE GIÀ NON AVESSIMO I NOSTRI CAZZI DA GUARDARCI CI DOBBIAMO IMBARCARE ANCHE QUELLI DEGLI ALTRI, RIPRENDETEVI E APRITE GLI OCCHI	alfano e minniti hanno dato la cittadinanza al bambino.puttana di quella troia impestata che cazzo di problemi vi affligono, come se già non avessimo i nostri cazzi da guardarci ci dobbiamo imbarcare anche quelli degli altri, riprendetevi e aprite gli occhi
